Id,SalePrice
1981,344230.9
1982,214970.0
1983,200333.91
1984,178998.5
1985,223765.9
1986,217476.04
1987,191203.42
1988,190037.26
1989,212908.62
1990,224451.29
1991,209260.62
1992,238989.27
1993,196218.38
1994,240654.64
1995,182967.42
1996,288057.05
1997,310272.15
1998,295279.03
1999,261966.25
2000,294024.11
2001,301689.89
2002,253582.98
2003,254947.96
2004,283362.41
2005,247807.97
2006,209840.14
2007,253284.43
2008,209301.11
2009,210139.18
2010,208964.47
2011,141015.81
2012,184932.58
2013,180095.54
2014,194873.98
2015,213507.62
2016,201509.32
2017,207859.83
2018,117251.09
2019,137519.88
2020,82658.61
2021,105185.19
2022,171860.49
2023,162488.28
2024,289689.9
2025,334077.36
2026,166276.27
2027,158461.63
2028,166770.01
2029,159060.15
2030,270012.82
2031,244052.34
2032,265127.74
2033,255100.02
2034,176867.33
2035,206465.98
2036,211920.35
2037,214818.85
2038,315165.06
2039,227099.72
2040,342078.18
2041,307767.38
2042,205915.24
2043,173277.26
2044,183624.95
2045,202283.24
2046,140510.07
2047,144344.13
2048,158874.22
2049,139303.3
2050,177682.33
2051,103016.24
2052,130559.88
2053,144571.71
2054,76023.93
2055,172498.21
2056,159826.95
2057,109354.69
2058,219508.49
2059,123792.28
2060,178559.08
2061,183760.14
2062,121239.5
2063,113467.01
2064,117673.22
2065,121123.77
2066,175040.11
2067,112167.49
2068,142618.62
2069,69059.32
2070,97523.29
2071,85739.09
2072,138391.28
2073,139366.41
2074,185087.94
2075,142925.38
2076,131543.68
2077,143018.97
2078,110741.0
2079,138699.48
2080,114120.03
2081,126625.77
2082,124418.22
2083,146811.96
2084,94182.35
2085,107457.19
2086,133329.04
2087,125066.12
2088,97662.62
2089,86215.59
2090,139029.3
2091,65339.37
2092,127525.08
2093,170363.11
2094,122619.41
2095,118004.71
2096,87357.13
2097,104231.73
2098,151990.72
2099,29716.72
2100,76018.53
2101,124659.02
2102,137447.17
2103,84840.66
2104,143920.31
2105,147231.76
2106,57614.85
2107,207952.12
2108,119593.16
2109,101057.03
2110,131570.89
2111,154496.88
2112,129371.8
2113,124931.9
2114,126552.57
2115,166412.05
2116,112109.22
2117,146194.03
2118,127479.57
2119,108280.42
2120,124760.6
2121,78521.36
2122,93799.89
2123,69470.37
2124,172224.06
2125,141145.76
2126,152507.67
2127,156077.44
2128,149686.01
2129,66805.71
2130,133844.38
2131,137592.54
2132,105420.05
2133,122010.45
2134,124784.3
2135,112337.72
2136,50639.15
2137,117790.05
2138,154821.79
2139,150906.25
2140,144909.58
2141,150832.58
2142,115319.23
2143,146706.26
2144,97609.13
2145,140363.34
2146,163939.55
2147,145303.48
2148,133571.79
2149,169181.36
2150,209542.07
2151,126388.05
2152,191857.31
2153,206202.45
2154,114203.44
2155,136343.26
2156,271093.13
2157,237828.61
2158,236628.3
2159,229309.67
2160,196050.04
2161,249377.75
2162,371652.49
2163,360380.1
2164,245465.6
2165,211376.63
2166,155993.52
2167,212964.18
2168,193376.3
2169,202870.28
2170,227140.81
2171,164947.13
2172,142108.37
2173,169152.94
2174,228091.36
2175,269952.83
2176,302370.76
2177,241703.14
2178,229087.69
2179,154691.02
2180,225431.63
2181,197772.99
2182,221255.67
2183,203633.55
2184,135365.98
2185,132018.71
2186,154498.81
2187,168190.41
2188,169276.76
2189,311759.75
2190,61296.79
2191,44253.65
2192,69036.18
2193,114994.17
2194,80780.44
2195,102397.97
2196,128818.59
2197,108495.44
2198,147230.71
2199,192821.11
2200,146128.28
2201,150214.53
2202,215373.06
2203,138474.78
2204,151484.94
2205,102146.46
2206,133415.27
2207,177358.85
2208,222824.66
2209,183551.66
2210,122945.95
2211,116871.66
2212,137849.89
2213,102337.79
2214,175033.88
2215,95075.11
2216,141195.97
2217,55844.04
2218,76728.81
2219,72141.89
2220,48397.59
2221,306861.14
2222,282934.87
2223,297193.07
2224,219930.42
2225,135812.74
2226,189025.93
2227,214364.99
2228,279472.38
2229,250703.3
2230,148444.09
2231,217046.23
2232,171132.88
2233,204336.44
2234,265405.26
2235,247965.03
2236,258301.73
2237,321437.62
2238,205494.65
2239,118857.06
2240,172827.68
2241,155504.37
2242,121545.4
2243,127748.76
2244,109579.35
2245,98440.63
2246,144682.72
2247,111771.39
2248,116818.44
2249,120355.87
2250,122200.75
2251,113912.75
2252,176998.62
2253,154169.78
2254,170658.59
2255,195444.68
2256,197926.82
2257,209989.89
2258,162417.2
2259,176010.71
2260,116333.85
2261,188815.37
2262,206817.37
2263,341867.9
2264,413308.54
2265,160020.49
2266,273463.41
2267,344200.37
2268,387404.1
2269,171206.64
2270,209668.48
2271,214813.23
2272,252869.47
2273,164391.65
2274,185484.13
2275,154796.14
2276,198429.96
2277,187391.7
2278,148058.88
2279,130342.45
2280,105862.35
2281,173187.84
2282,185011.05
2283,115455.72
2284,128781.68
2285,134692.03
2286,118640.45
2287,358128.5
2288,272724.19
2289,299703.01
2290,400862.76
2291,319824.87
2292,391987.31
2293,411495.19
2294,356362.57
2295,432602.05
2296,248411.6
2297,332799.63
2298,344685.07
2299,342739.92
2300,312432.47
2301,314151.13
2302,240577.07
2303,232993.11
2304,231635.27
2305,199050.56
2306,200769.56
2307,206736.47
2308,204331.42
2309,305929.02
2310,199345.75
2311,208248.27
2312,188651.31
2313,194870.37
2314,182530.15
2315,192292.84
2316,220677.26
2317,199610.86
2318,191259.77
2319,189217.2
2320,182126.05
2321,238095.37
2322,196841.01
2323,198652.35
2324,202033.69
2325,222374.26
2326,189502.14
2327,213680.48
2328,236559.16
2329,188255.46
2330,182905.06
2331,318884.94
2332,357443.48
2333,295288.15
2334,254094.47
2335,279808.09
2336,295536.88
2337,198501.58
2338,252957.55
2339,226213.64
2340,395930.86
2341,204982.49
2342,237010.65
2343,227203.71
2344,233928.89
2345,232159.0
2346,204888.3
2347,193828.18
2348,238017.25
2349,174566.1
2350,312896.95
2351,266785.31
2352,254033.34
2353,256762.29
2354,130331.35
2355,155611.3
2356,169329.62
2357,196656.81
2358,204092.03
2359,120259.48
2360,121591.61
2361,139514.19
2362,274871.44
2363,150221.05
2364,189299.17
2365,225051.11
2366,176594.39
2367,198480.82
2368,209306.65
2369,194308.82
2370,160145.76
2371,172324.87
2372,195480.14
2373,292966.24
2374,299241.32
2375,241974.48
2376,295483.03
2377,318756.72
2378,139675.92
2379,223345.69
2380,165643.06
2381,178132.04
2382,213998.9
2383,196654.47
2384,251005.77
2385,173705.05
2386,129373.96
2387,135429.16
2388,105877.83
2389,125332.41
2390,143376.28
2391,129914.03
2392,109839.08
2393,167452.62
2394,125711.85
2395,212895.39
2396,136197.52
2397,219401.32
2398,128513.23
2399,74937.62
2400,58456.61
2401,107764.58
2402,141138.63
2403,139159.57
2404,141625.55
2405,171252.82
2406,139750.99
2407,123445.0
2408,150332.28
2409,111110.81
2410,175148.6
2411,104935.57
2412,151262.98
2413,127055.4
2414,156949.18
2415,137139.3
2416,124393.56
2417,129898.05
2418,131148.36
2419,132126.72
2420,111821.66
2421,124138.18
2422,97261.75
2423,131697.67
2424,147235.92
2425,217249.81
2426,129874.34
2427,132027.64
2428,192267.24
2429,98797.46
2430,127156.22
2431,97784.82
2432,147877.11
2433,142742.77
2434,138349.24
2435,150439.74
2436,93976.07
2437,105086.65
2438,116807.13
2439,118595.18
2440,121373.08
2441,133694.38
2442,89849.45
2443,132936.36
2444,130319.04
2445,106324.28
2446,130206.67
2447,207069.15
2448,139850.36
2449,112723.93
2450,146926.7
2451,120087.38
2452,189196.67
2453,83390.29
2454,100436.47
2455,123446.22
2456,151338.13
2457,122601.6
2458,123449.12
2459,108851.82
2460,149375.86
2461,124902.87
2462,133264.52
2463,132595.7
2464,174426.26
2465,137510.28
2466,133274.3
2467,163762.35
2468,84163.01
2469,76209.05
2470,198263.29
2471,211194.68
2472,160029.54
2473,114326.94
2474,59573.13
2475,224108.13
2476,97054.79
2477,111831.32
2478,149037.87
2479,105526.75
2480,148348.32
2481,134901.69
2482,124304.04
2483,98734.98
2484,126663.72
2485,130697.75
2486,159621.7
2487,206127.82
2488,169334.28
2489,159575.96
2490,146302.61
2491,101272.17
2492,191868.43
2493,161764.03
2494,146314.32
2495,88009.95
2496,241935.35
2497,162479.83
2498,95158.25
2499,72395.15
2500,109060.42
2501,151552.6
2502,152635.64
2503,110071.48
2504,157146.32
2505,228293.37
2506,258575.03
2507,279218.5
2508,258830.06
2509,219640.04
2510,217741.84
2511,188133.27
2512,218832.03
2513,243727.05
2514,302446.73
2515,138188.22
2516,180915.83
2517,138951.81
2518,149821.41
2519,227389.87
2520,222101.68
2521,202429.29
2522,227613.17
2523,137025.12
2524,135858.91
2525,135537.08
2526,142205.13
2527,129434.55
2528,125771.56
2529,150053.38
2530,131900.43
2531,243826.41
2532,236081.31
2533,210623.11
2534,254346.84
2535,282432.18
2536,232834.18
2537,230984.29
2538,192596.58
2539,209901.05
2540,188725.95
2541,200158.99
2542,177471.26
2543,138754.17
2544,107374.44
2545,137584.84
2546,132389.27
2547,157807.49
2548,161907.93
2549,154193.74
2550,626121.41
2551,146420.54
2552,152062.82
2553,61883.49
2554,84660.81
2555,121891.36
2556,91334.04
2557,100399.03
2558,174017.92
2559,124591.82
2560,135300.08
2561,147600.45
2562,131476.12
2563,132445.72
2564,189379.5
2565,123921.4
2566,140983.71
2567,103476.08
2568,173080.96
2569,195426.43
2570,126796.47
2571,170076.6
2572,167099.37
2573,210869.93
2574,275769.47
2575,137552.75
2576,123967.43
2577,174059.9
2578,82603.84
2579,13545.95
2580,107681.24
2581,126944.7
2582,148427.15
2583,270828.51
2584,188396.88
2585,197443.95
2586,233198.7
2587,199657.9
2588,131904.17
2589,161494.26
2590,218469.46
2591,286785.8
2592,212707.2
2593,263707.51
2594,184279.97
2595,222548.95
2596,322668.21
2597,197512.83
2598,270578.34
2599,348820.65
2600,140622.71
2601,166604.82
2602,71084.92
2603,96288.62
2604,70855.17
2605,70980.0
2606,158073.01
2607,213846.39
2608,203564.82
2609,182989.27
2610,105104.75
2611,156519.55
2612,162527.21
2613,135228.18
2614,113116.1
2615,161125.55
2616,162641.84
2617,187398.69
2618,239019.03
2619,198606.35
2620,180441.65
2621,176412.4
2622,186356.07
2623,241038.68
2624,279404.49
2625,256236.79
2626,169065.6
2627,155701.26
2628,387198.28
2629,441001.46
2630,315246.54
2631,418453.39
2632,370150.08
2633,280700.14
2634,381933.2
2635,162849.04
2636,178607.44
2637,214868.65
2638,265020.95
2639,177283.08
2640,147223.58
2641,99971.68
2642,192228.09
2643,115184.7
2644,118254.77
2645,110287.67
2646,99144.81
2647,117076.8
2648,149463.68
2649,156090.08
2650,128003.4
2651,138052.37
2652,351737.62
2653,246807.71
2654,248100.65
2655,380549.35
2656,317299.07
2657,344678.63
2658,303693.1
2659,295378.25
2660,335943.03
2661,334100.04
2662,367045.0
2663,255245.78
2664,296652.75
2665,321100.92
2666,292621.82
2667,189572.35
2668,194931.27
2669,195274.27
2670,278784.55
2671,196411.5
2672,197931.58
2673,207150.45
2674,206389.03
2675,163819.89
2676,218508.92
2677,194301.06
2678,254219.95
2679,269581.66
2680,271289.7
2681,389251.58
2682,313514.28
2683,451559.96
2684,298867.59
2685,318981.68
2686,242706.07
2687,277525.62
2688,207859.66
2689,202314.19
2690,354716.95
2691,195696.29
2692,135347.34
2693,203682.18
2694,142975.78
2695,203498.05
2696,194462.1
2697,183530.41
2698,229244.12
2699,179861.73
2700,157309.17
2701,163974.17
2702,116591.82
2703,142623.64
2704,138431.2
2705,107096.16
2706,98741.45
2707,127409.03
2708,116081.66
2709,97608.58
2710,117482.85
2711,233350.33
2712,351265.68
2713,171128.6
2714,158928.88
2715,181956.62
2716,154671.13
2717,203855.2
2718,217200.69
2719,130535.6
2720,195878.19
2721,131914.74
2722,187943.4
2723,184616.77
2724,127094.96
2725,123789.75
2726,131779.66
2727,161764.44
2728,185287.71
2729,144295.77
2730,138047.72
2731,136323.88
2732,130941.32
2733,153259.44
2734,140369.62
2735,133275.81
2736,131562.94
2737,107443.62
2738,131655.33
2739,152639.35
2740,139390.91
2741,157235.41
2742,171786.93
2743,161783.73
2744,164709.81
2745,157402.9
2746,128048.0
2747,184406.78
2748,118583.67
2749,134834.32
2750,126196.85
2751,141083.55
2752,237820.69
2753,142637.02
2754,197584.72
2755,134698.53
2756,71824.55
2757,66442.53
2758,102283.44
2759,153965.41
2760,135197.28
2761,147012.45
2762,130364.34
2763,188972.73
2764,174807.17
2765,258056.04
2766,124333.19
2767,70497.88
2768,107632.45
2769,131764.16
2770,151648.32
2771,101514.77
2772,92535.51
2773,192985.67
2774,140532.4
2775,118627.98
2776,149031.32
2777,154793.28
2778,118183.94
2779,130327.17
2780,91509.95
2781,72421.74
2782,83212.33
2783,76104.56
2784,112705.52
2785,141937.36
2786,70214.33
2787,138100.33
2788,68015.61
2789,175715.05
2790,90541.56
2791,113716.83
2792,71634.12
2793,165796.0
2794,102878.0
2795,124570.76
2796,78044.99
2797,214061.27
2798,128148.28
2799,145526.15
2800,71638.41
2801,99707.29
2802,127135.63
2803,161333.0
2804,129590.72
2805,94092.94
2806,75739.82
2807,176434.98
2808,158200.99
2809,122701.85
2810,124237.9
2811,170924.47
2812,163048.65
2813,163969.57
2814,149725.29
2815,102631.21
2816,241253.71
2817,168463.32
2818,135072.23
2819,192441.06
2820,141177.31
2821,107008.17
2822,197518.24
2823,302124.31
2824,164540.52
2825,169807.07
2826,140581.16
2827,140619.68
2828,268387.92
2829,245241.94
2830,225565.05
2831,201745.23
2832,245414.9
2833,296720.63
2834,219373.08
2835,219911.4
2836,223262.49
2837,168871.96
2838,142788.24
2839,186313.47
2840,195245.37
2841,213647.43
2842,233853.11
2843,158799.0
2844,163494.02
2845,114082.23
2846,216935.84
2847,195064.42
2848,231051.82
2849,214336.2
2850,284180.2
2851,230133.85
2852,230672.07
2853,242789.54
2854,161775.34
2855,212488.47
2856,204455.38
2857,212517.52
2858,215626.57
2859,122632.07
2860,131236.91
2861,147999.02
2862,223245.12
2863,147585.89
2864,265872.19
2865,133447.65
2866,159209.62
2867,108425.14
2868,124751.66
2869,96647.21
2870,127086.67
2871,67747.67
2872,13929.61
2873,95810.99
2874,170086.78
2875,121049.53
2876,185201.56
2877,135805.05
2878,161868.41
2879,127149.13
2880,110950.33
2881,113301.3
2882,163293.64
2883,188562.75
2884,196457.5
2885,168401.42
2886,218768.34
2887,106639.03
2888,147371.2
2889,44954.96
2890,80905.44
2891,150659.89
2892,29090.65
2893,95569.32
2894,23445.07
2895,322805.69
2896,280917.75
2897,214316.02
2898,152747.1
2899,237186.37
2900,153080.66
2901,233148.41
2902,213372.39
2903,304850.99
2904,339807.31
2905,74931.44
2906,213404.25
2907,118099.84
2908,123618.73
2909,147939.41
2910,69848.26
2911,71911.85
2912,152651.46
2913,76458.22
2914,61807.84
2915,71304.21
2916,74994.24
2917,173260.89
2918,113725.99
2919,230164.07
